Customer,Category,Product,Quantity,Price,Total_Sales,Date
Charlie,Automotive,Spark Plug,6.0,125.36,0.0,2023-08-31
Emma,Toys,Puzzle,3.0,147.25,441.75,2023-03-08
David,Apparel,Shirt,5.0,398.73,1993.65,2023-07-29
Alice,Automotive,Oil Filter,6.0,135.02,810.12,2023-02-28
Charlie,Automotive,Spark Plug,8.0,206.75,1654.0,2023-08-20
David,Home Goods,Blender,3.0,343.73,1031.19,2023-05-23
Bob,Home Goods,Blender,3.0,355.18,1065.54,2023-09-28
Grace,Automotive,Tire,3.0,,0.0,2023-12-30
Emma,Toys,Puzzle,1.0,453.93,453.93,2023-12-26
Charlie,Automotive,Tire,8.0,176.65,1413.2,2023-06-06
Grace,Apparel,Shirt,1.0,405.69,405.69,2023-11-03
Charlie,Home Goods,Vacuum Cleaner,4.0,290.09,1160.36,2023-02-20
Bob,Apparel,Jacket,6.0,377.22,2263.32,2023-11-16
Charlie,Apparel,Pants,3.0,28.36,85.08,2023-04-08
Frank,Apparel,Jacket,9.0,458.59,4127.31,2023-10-18
Grace,Home Goods,Vacuum Cleaner,3.0,143.52,430.56,2023-06-27
Hannah,Electronics,Laptop,4.0,409.01,0.0,2023-02-17
Hannah,Apparel,Pants,5.0,,0.0,2023-07-21
Hannah,Automotive,Spark Plug,5.0,74.19,370.95,2023-05-11
Charlie,Electronics,Laptop,1.0,384.82,0.0,2023-06-21
Charlie,Automotive,Tire,1.0,179.72,0.0,2023-03-10
Emma,Electronics,Headphones,7.0,309.53,2166.71,2023-12-22
Hannah,Electronics,Smartphone,8.0,438.82,3510.56,2023-05-21
Charlie,Home Goods,Microwave,10.0,390.9,0.0,2023-08-10
Frank,Automotive,Oil Filter,1.0,494.84,494.84,2023-03-24
David,Toys,Puzzle,1.0,467.3,467.3,2023-05-18
Charlie,Home Goods,Toaster,10.0,439.29,0.0,2023-11-02
Bob,Automotive,Oil Filter,6.0,350.62,2103.72,2023-12-11
Grace,Home Goods,Toaster,5.0,45.11,225.55,2023-05-20
David,Apparel,Pants,7.0,103.45,0.0,2023-06-12
Emma,Automotive,Tire,6.0,325.34,1952.04,2023-06-25
Alice,Home Goods,Vacuum Cleaner,5.0,434.72,2173.6,2023-07-09
Charlie,Electronics,Smartphone,8.0,11.08,88.64,2023-01-28
Alice,Automotive,Car Battery,10.0,164.88,1648.8,2023-08-14
David,Toys,Board Game,9.0,142.79,1285.11,2023-11-29
Charlie,Toys,Action Figure,2.0,16.51,33.02,2023-03-24
Emma,Electronics,Headphones,5.0,,0.0,2023-03-04
Frank,Apparel,Pants,1.0,403.71,403.71,2023-11-23
Emma,Electronics,Smartphone,9.0,99.9,899.1,2023-02-23
Frank,Toys,Board Game,3.0,222.5,667.5,2023-11-07
Emma,Electronics,Headphones,8.0,15.95,127.6,2023-12-13
Hannah,Apparel,Shirt,2.0,20.03,40.06,2023-06-10
Frank,Automotive,Oil Filter,8.0,367.38,2939.04,2023-02-09
Charlie,Apparel,Shoes,6.0,431.44,2588.64,2023-01-26
Emma,Home Goods,Blender,9.0,412.86,3715.74,2023-05-03
Hannah,Toys,Board Game,7.0,354.81,2483.67,2023-10-25
Hannah,Automotive,Spark Plug,4.0,64.86,0.0,2023-06-12
Frank,Automotive,Tire,3.0,398.24,1194.72,2023-11-14
David,Electronics,Headphones,7.0,438.59,3070.13,2023-07-01
Grace,Automotive,Spark Plug,3.0,325.05,975.15,2023-03-01
Hannah,Apparel,Shoes,6.0,421.31,2527.86,2023-12-26
David,Automotive,Tire,7.0,172.36,0.0,2023-08-07
Hannah,Home Goods,Toaster,7.0,293.36,2053.52,2023-10-17
Frank,Automotive,Tire,8.0,441.41,3531.28,2023-10-07
Frank,Toys,Board Game,7.0,494.89,3464.23,2023-12-21
Hannah,Apparel,Jacket,4.0,76.88,307.52,2023-01-09
Hannah,Apparel,Shirt,5.0,104.75,0.0,2023-12-15
Bob,Home Goods,Microwave,6.0,358.25,0.0,2023-06-29
Hannah,Toys,Toy Car,1.0,200.02,200.02,2023-05-05
Hannah,Toys,Toy Car,10.0,458.92,4589.2,2023-02-18
Hannah,Apparel,Shirt,2.0,454.77,909.54,2023-08-14
Frank,Toys,Puzzle,9.0,172.11,1548.99,2023-09-19
Hannah,Electronics,Laptop,10.0,,0.0,2023-05-06
Bob,Apparel,Jacket,2.0,437.81,875.62,2023-07-17
Alice,Electronics,Laptop,5.0,303.02,1515.1,2023-12-19
Frank,Automotive,Spark Plug,9.0,249.3,2243.7,2023-08-25
David,Automotive,Car Battery,6.0,455.99,2735.94,2023-01-29
David,Electronics,Laptop,2.0,299.91,599.82,2023-07-05
Charlie,Apparel,Jacket,4.0,165.18,0.0,2023-01-27
Hannah,Apparel,Shoes,7.0,269.09,1883.63,2023-02-13
David,Electronics,Headphones,2.0,86.04,172.08,2023-06-09
Bob,Automotive,Tire,1.0,216.82,216.82,2023-11-08
Grace,Automotive,Spark Plug,2.0,28.9,57.8,2023-09-21
Frank,Electronics,Tablet,8.0,357.19,2857.52,2023-05-13
Bob,Automotive,Car Battery,10.0,481.58,0.0,2023-04-25
Charlie,Electronics,Headphones,2.0,84.84,169.68,2023-06-16
David,Electronics,Smartphone,4.0,174.94,0.0,2023-05-25
David,Home Goods,Vacuum Cleaner,5.0,400.61,2003.05,2023-05-06
David,Automotive,Tire,5.0,277.45,1387.25,2023-04-12
Frank,Toys,Puzzle,2.0,331.98,0.0,2023-03-07
Emma,Toys,Action Figure,5.0,,0.0,2023-08-02
Hannah,Electronics,Headphones,6.0,207.55,1245.3,2023-05-30
Frank,Automotive,Oil Filter,5.0,257.51,0.0,2023-08-23
Alice,Home Goods,Blender,3.0,363.76,0.0,2023-04-28
Grace,Home Goods,Toaster,3.0,287.94,863.82,2023-11-05
David,Automotive,Tire,10.0,394.11,3941.1,2023-06-22
David,Electronics,Headphones,6.0,473.76,2842.56,2023-04-17
Alice,Toys,Board Game,6.0,121.81,730.86,2023-12-18
Alice,Home Goods,Microwave,3.0,119.23,0.0,2023-05-28
David,Electronics,Headphones,3.0,299.41,898.23,2023-09-11
Emma,Home Goods,Toaster,5.0,208.58,1042.9,2023-03-30
Bob,Electronics,Laptop,5.0,369.73,0.0,2023-05-20
Alice,Automotive,Spark Plug,2.0,379.03,758.06,2023-09-12
Grace,Electronics,Laptop,9.0,450.44,4053.96,2023-02-24
Alice,Home Goods,Vacuum Cleaner,4.0,35.78,143.12,2023-12-10
David,Home Goods,Blender,2.0,448.78,897.56,2023-04-10
Frank,Electronics,Smartphone,,460.07,0.0,2023-01-02
Charlie,Home Goods,Microwave,5.0,251.88,1259.4,2023-11-11
Emma,Automotive,Car Battery,4.0,6.83,0.0,2023-12-16
Frank,Toys,Board Game,5.0,151.46,757.3,2023-06-16
Emma,Automotive,Spark Plug,2.0,74.59,149.18,2023-03-22
Hannah,Automotive,Oil Filter,4.0,478.17,1912.68,2023-01-17
Emma,Automotive,Car Battery,10.0,36.28,362.8,2023-01-09
Grace,Electronics,Headphones,9.0,227.0,0.0,2023-09-15
David,Apparel,Shoes,6.0,288.66,0.0,2023-05-17
David,Electronics,Laptop,8.0,336.4,2691.2,2023-05-14
Bob,Home Goods,Toaster,2.0,472.9,0.0,2023-12-06
Grace,Electronics,Smartphone,10.0,491.93,4919.3,2023-07-08
Bob,Toys,Action Figure,2.0,155.44,0.0,2023-05-16
Grace,Home Goods,Vacuum Cleaner,7.0,448.94,3142.58,2023-01-13
Grace,Electronics,Smartphone,8.0,284.13,2273.04,2023-05-04
Charlie,Apparel,Pants,4.0,480.49,1921.96,2023-09-08
Bob,Electronics,Smartphone,,321.53,0.0,2023-11-17
Alice,Electronics,Smartphone,3.0,222.16,666.48,2023-03-04
Bob,Toys,Puzzle,10.0,117.13,1171.3,2023-01-14
Bob,Toys,Board Game,7.0,270.52,1893.64,2023-03-04
Hannah,Apparel,Shoes,7.0,152.45,1067.15,2023-05-18
Bob,Home Goods,Vacuum Cleaner,5.0,72.94,364.7,2023-04-26
Alice,Automotive,Oil Filter,10.0,481.01,4810.1,2023-12-04
Frank,Apparel,Shoes,3.0,373.82,1121.46,2023-12-10
Bob,Automotive,Oil Filter,4.0,267.76,1071.04,2023-11-21
Bob,Electronics,Tablet,6.0,114.72,688.32,2023-04-28
Bob,Toys,Puzzle,3.0,150.16,450.48,2023-10-11
David,Home Goods,Microwave,10.0,177.94,1779.4,2023-11-19
Emma,Toys,Toy Car,,497.34,0.0,2023-03-15
Frank,Automotive,Oil Filter,1.0,179.03,179.03,2023-10-02
David,Apparel,Pants,10.0,182.73,1827.3,2023-09-25
David,Apparel,Pants,2.0,359.31,718.62,2023-11-11
Charlie,Electronics,Tablet,,357.63,0.0,2023-12-01
David,Apparel,Shoes,10.0,309.85,0.0,2023-06-20
Bob,Electronics,Laptop,9.0,118.89,1070.01,2023-01-24
Alice,Apparel,Jacket,1.0,81.45,81.45,2023-07-04
Grace,Home Goods,Vacuum Cleaner,,204.96,0.0,2023-05-20
Grace,Home Goods,Blender,1.0,122.4,122.4,2023-01-10
Frank,Apparel,Jacket,4.0,77.88,311.52,2023-09-25
Alice,Home Goods,Vacuum Cleaner,7.0,131.58,921.06,2023-01-29
Grace,Electronics,Headphones,9.0,368.2,3313.8,2023-06-25
Grace,Toys,Puzzle,9.0,174.0,1566.0,2023-04-26
Frank,Home Goods,Vacuum Cleaner,4.0,253.49,1013.96,2023-06-23
Bob,Automotive,Spark Plug,7.0,10.52,0.0,2023-05-13
Emma,Toys,Toy Car,7.0,158.56,0.0,2023-03-09
David,Home Goods,Toaster,6.0,387.19,2323.14,2023-12-10
Hannah,Home Goods,Microwave,8.0,88.84,710.72,2023-09-18
David,Toys,Toy Car,10.0,38.5,385.0,2023-12-28
Hannah,Toys,Board Game,1.0,341.64,341.64,2023-08-27
Hannah,Apparel,Jacket,10.0,337.03,3370.3,2023-01-05
Emma,Electronics,Smartphone,2.0,269.52,539.04,2023-11-28
Hannah,Automotive,Oil Filter,1.0,398.65,0.0,2023-10-02
David,Apparel,Jacket,9.0,331.47,2983.23,2023-06-15
Charlie,Automotive,Spark Plug,4.0,84.75,339.0,2023-01-26
Charlie,Electronics,Smartphone,5.0,324.82,1624.1,2023-05-13
Alice,Home Goods,Toaster,9.0,454.73,4092.57,2023-07-27
Charlie,Automotive,Car Battery,,496.86,0.0,2023-04-18
Grace,Apparel,Pants,10.0,336.64,3366.4,2023-05-09
Emma,Automotive,Tire,4.0,316.91,1267.64,2023-06-25
Hannah,Apparel,Jacket,6.0,262.35,1574.1,2023-04-17
Frank,Toys,Toy Car,6.0,411.4,2468.4,2023-07-05
Frank,Automotive,Spark Plug,3.0,235.28,705.84,2023-04-30
Hannah,Automotive,Tire,3.0,192.55,577.65,2023-12-04
Hannah,Automotive,Oil Filter,10.0,84.1,841.0,2023-08-06
Frank,Toys,Toy Car,1.0,190.49,190.49,2023-07-03
Alice,Toys,Action Figure,1.0,,0.0,2023-01-15
Alice,Automotive,Oil Filter,9.0,361.45,3253.05,2023-09-05
Hannah,Automotive,Car Battery,8.0,458.69,3669.52,2023-12-08
Emma,Electronics,Smartphone,3.0,312.66,937.98,2023-02-28
David,Electronics,Headphones,10.0,354.97,3549.7,2023-08-04
Charlie,Electronics,Headphones,7.0,403.82,2826.74,2023-10-02
Emma,Automotive,Car Battery,1.0,,0.0,2023-08-17
Alice,Home Goods,Blender,,495.19,0.0,2023-12-27
Grace,Apparel,Pants,9.0,192.31,1730.79,2023-05-22
Alice,Toys,Board Game,4.0,287.99,1151.96,2023-08-03
Alice,Automotive,Car Battery,6.0,135.92,815.52,2023-07-02
Hannah,Apparel,Shirt,6.0,306.5,1839.0,2023-11-15
Hannah,Electronics,Smartphone,7.0,296.81,2077.67,2023-08-09
Bob,Home Goods,Microwave,7.0,224.35,1570.45,2023-09-29
Bob,Electronics,Laptop,10.0,453.2,0.0,2023-07-31
Emma,Apparel,Pants,1.0,340.98,0.0,2023-11-11
Emma,Apparel,Shirt,9.0,149.0,1341.0,2023-09-20
Alice,Toys,Puzzle,1.0,208.28,208.28,2023-12-16
Emma,Electronics,Tablet,10.0,181.49,1814.9,2023-11-18
Alice,Apparel,Jacket,1.0,,0.0,2023-10-02
Grace,Home Goods,Vacuum Cleaner,9.0,9.55,85.95,2023-03-12
Hannah,Toys,Action Figure,6.0,374.34,2246.04,2023-04-15
Hannah,Apparel,Shirt,,106.61,0.0,2023-06-12
David,Home Goods,Blender,,34.98,0.0,2023-03-04
Emma,Toys,Board Game,1.0,470.01,0.0,2023-04-26
Bob,Apparel,Jacket,10.0,342.22,0.0,2023-03-28
Charlie,Apparel,Pants,7.0,452.94,3170.58,2023-06-08
Grace,Electronics,Smartphone,8.0,359.87,0.0,2023-12-12
Charlie,Electronics,Smartphone,7.0,393.28,2752.96,2023-08-06
Hannah,Electronics,Smartphone,,,0.0,2023-09-09
Grace,Apparel,Pants,9.0,197.88,0.0,2023-09-01
David,Electronics,Smartphone,,179.92,0.0,2023-05-30
Bob,Toys,Action Figure,10.0,51.86,518.6,2023-12-19
Bob,Electronics,Laptop,9.0,286.53,2578.77,2023-03-01
Charlie,Apparel,Shirt,10.0,397.75,3977.5,2023-07-23
David,Apparel,Jacket,3.0,297.87,893.61,2023-10-02
Charlie,Apparel,Pants,4.0,164.09,0.0,2023-10-04
David,Home Goods,Blender,6.0,479.97,2879.82,2023-01-05
Alice,Automotive,Spark Plug,3.0,335.18,1005.54,2023-01-08
Charlie,Electronics,Headphones,1.0,257.08,257.08,2023-03-21
Bob,Automotive,Tire,8.0,,0.0,2023-11-15
Hannah,Automotive,Spark Plug,4.0,498.91,1995.64,2023-07-15
Grace,Automotive,Tire,3.0,408.8,1226.4,2023-08-12
Emma,Toys,Action Figure,9.0,238.63,2147.67,2023-09-01
Bob,Home Goods,Toaster,1.0,78.26,78.26,2023-12-19
David,Home Goods,Microwave,6.0,345.0,2070.0,2023-04-01
Grace,Home Goods,Vacuum Cleaner,3.0,193.63,580.89,2023-03-23
Grace,Electronics,Headphones,4.0,359.56,1438.24,2023-07-25
David,Toys,Action Figure,8.0,,0.0,2023-08-12
Alice,Apparel,Shoes,1.0,341.46,341.46,2023-05-05
Alice,Home Goods,Vacuum Cleaner,7.0,493.85,0.0,2023-03-25
Bob,Toys,Action Figure,3.0,347.46,1042.38,2023-12-01
Grace,Toys,Action Figure,1.0,308.55,0.0,2023-09-28
Frank,Toys,Toy Car,7.0,299.57,0.0,2023-11-26
Grace,Electronics,Smartphone,6.0,343.46,2060.76,2023-04-15
Grace,Apparel,Pants,8.0,34.08,272.64,2023-11-28
Bob,Home Goods,Vacuum Cleaner,6.0,329.24,1975.44,2023-09-29
Hannah,Home Goods,Vacuum Cleaner,,164.42,0.0,2023-12-06
Emma,Toys,Toy Car,5.0,309.39,0.0,2023-10-15
Hannah,Automotive,Tire,2.0,415.25,0.0,2023-08-06
Alice,Toys,Action Figure,7.0,136.44,955.08,2023-11-09
Charlie,Toys,Puzzle,3.0,63.9,0.0,2023-09-15
Grace,Toys,Board Game,2.0,128.26,256.52,2023-12-19
Alice,Automotive,Car Battery,7.0,42.27,295.89,2023-04-28
Charlie,Toys,Action Figure,1.0,364.04,364.04,2023-04-27
Hannah,Home Goods,Vacuum Cleaner,2.0,165.99,331.98,2023-11-29
Grace,Electronics,Tablet,8.0,137.07,1096.56,2023-10-02
Hannah,Automotive,Tire,1.0,151.93,151.93,2023-07-11
Emma,Electronics,Laptop,4.0,120.39,481.56,2023-12-13
Emma,Electronics,Smartphone,10.0,197.52,1975.2,2023-07-11
Grace,Apparel,Shirt,5.0,406.88,2034.4,2023-03-09
Bob,Home Goods,Vacuum Cleaner,4.0,299.03,1196.12,2023-09-06
Charlie,Automotive,Oil Filter,6.0,252.14,1512.84,2023-02-21
David,Home Goods,Blender,10.0,124.85,1248.5,2023-10-28
Frank,Electronics,Laptop,2.0,440.29,0.0,2023-11-09
Frank,Home Goods,Blender,3.0,116.76,0.0,2023-01-14
David,Electronics,Smartphone,3.0,130.39,391.17,2023-01-30
Frank,Apparel,Shoes,9.0,381.37,3432.33,2023-11-27
David,Apparel,Pants,7.0,260.76,0.0,2023-11-23
Grace,Apparel,Shirt,7.0,275.62,1929.34,2023-05-07
Emma,Apparel,Shoes,7.0,117.01,819.07,2023-01-20
David,Home Goods,Toaster,10.0,182.68,0.0,2023-06-02
David,Electronics,Smartphone,4.0,81.81,327.24,2023-06-08
Frank,Electronics,Tablet,1.0,302.98,302.98,2023-03-14
Alice,Electronics,Tablet,2.0,234.39,468.78,2023-10-11
Hannah,Apparel,Jacket,3.0,390.44,1171.32,2023-12-21
Emma,Apparel,Shoes,1.0,449.74,449.74,2023-10-04
Grace,Apparel,Shirt,2.0,341.52,683.04,2023-06-27
Hannah,Apparel,Shirt,4.0,381.5,1526.0,2023-11-30
Frank,Home Goods,Toaster,8.0,307.54,2460.32,2023-07-11
Grace,Toys,Board Game,8.0,86.37,690.96,2023-02-20
Alice,Automotive,Tire,6.0,64.09,384.54,2023-07-11
Bob,Home Goods,Blender,8.0,221.64,1773.12,2023-01-10
Hannah,Electronics,Smartphone,6.0,63.41,0.0,2023-04-03
Charlie,Toys,Action Figure,7.0,26.8,187.6,2023-03-23
Alice,Toys,Board Game,8.0,104.91,839.28,2023-05-03
Alice,Home Goods,Microwave,7.0,6.22,43.54,2023-05-26
Emma,Automotive,Tire,10.0,192.16,0.0,2023-01-03
Grace,Electronics,Headphones,1.0,449.75,449.75,2023-01-10
David,Automotive,Oil Filter,8.0,405.27,3242.16,2023-07-02
Emma,Toys,Puzzle,2.0,140.76,281.52,2023-01-21
Bob,Electronics,Laptop,6.0,24.27,145.62,2023-07-15
David,Toys,Board Game,5.0,167.06,835.3,2023-08-06
Grace,Electronics,Smartphone,3.0,166.38,499.14,2023-10-04
Frank,Toys,Puzzle,3.0,23.1,0.0,2023-06-24
Hannah,Automotive,Tire,3.0,441.89,1325.67,2023-06-18
David,Automotive,Spark Plug,,454.6,0.0,2023-03-22
Charlie,Electronics,Tablet,3.0,,0.0,2023-09-13
David,Electronics,Tablet,8.0,400.27,3202.16,2023-01-04
David,Automotive,Oil Filter,3.0,9.39,0.0,2023-10-12
Emma,Electronics,Tablet,10.0,14.24,142.4,2023-05-22
Grace,Automotive,Tire,9.0,,0.0,2023-11-07
Bob,Electronics,Smartphone,4.0,143.93,575.72,2023-10-17
David,Home Goods,Toaster,7.0,278.58,1950.06,2023-02-09
Charlie,Electronics,Laptop,5.0,382.69,1913.45,2023-05-27
Alice,Home Goods,Toaster,8.0,241.39,1931.12,2023-03-09
Alice,Automotive,Oil Filter,10.0,378.67,3786.7,2023-12-23
Charlie,Apparel,Shirt,3.0,364.88,1094.64,2023-09-04
Bob,Toys,Action Figure,5.0,,0.0,2023-11-18
Grace,Home Goods,Vacuum Cleaner,8.0,306.01,2448.08,2023-05-06
Emma,Automotive,Tire,3.0,117.53,0.0,2023-08-25
Alice,Electronics,Smartphone,3.0,193.58,580.74,2023-08-18
Grace,Apparel,Shirt,10.0,236.42,2364.2,2023-11-16
David,Electronics,Tablet,4.0,154.75,619.0,2023-04-21
David,Electronics,Laptop,1.0,9.59,9.59,2023-06-25
Alice,Automotive,Oil Filter,6.0,239.26,1435.56,2023-09-19
David,Apparel,Shirt,3.0,347.64,1042.92,2023-07-14
Grace,Toys,Toy Car,4.0,409.66,1638.64,2023-03-01
Grace,Electronics,Laptop,2.0,75.88,151.76,2023-08-01
Charlie,Automotive,Car Battery,7.0,269.52,1886.64,2023-03-23
Bob,Toys,Toy Car,1.0,425.97,425.97,2023-09-08
Frank,Home Goods,Blender,7.0,487.84,3414.88,2023-01-10
Bob,Toys,Puzzle,10.0,107.95,1079.5,2023-01-04
Charlie,Home Goods,Blender,5.0,131.1,655.5,2023-01-14
Grace,Home Goods,Toaster,4.0,444.39,1777.56,2023-06-17
Hannah,Automotive,Car Battery,3.0,305.94,0.0,2023-06-26
Bob,Apparel,Jacket,3.0,468.96,1406.88,2023-04-20
Frank,Automotive,Oil Filter,4.0,393.08,1572.32,2023-10-10
Frank,Electronics,Laptop,9.0,245.0,2205.0,2023-06-05
Hannah,Electronics,Tablet,8.0,23.16,185.28,2023-01-03
Charlie,Electronics,Tablet,4.0,,0.0,2023-02-16
Grace,Home Goods,Toaster,7.0,365.16,2556.12,2023-05-09
Bob,Toys,Puzzle,10.0,130.14,1301.4,2023-04-29
Alice,Toys,Action Figure,9.0,45.91,413.19,2023-05-30
Emma,Toys,Action Figure,2.0,139.06,278.12,2023-01-02
Bob,Electronics,Laptop,4.0,237.59,950.36,2023-08-11
Bob,Toys,Board Game,9.0,412.65,3713.85,2023-09-14
Charlie,Electronics,Smartphone,1.0,472.22,472.22,2023-12-06
Grace,Electronics,Laptop,9.0,120.61,1085.49,2023-05-19
Alice,Toys,Puzzle,3.0,425.58,1276.74,2023-05-22
Charlie,Home Goods,Toaster,9.0,222.99,0.0,2023-07-08
Grace,Electronics,Tablet,3.0,436.51,1309.53,2023-07-16
Alice,Toys,Action Figure,3.0,370.13,1110.39,2023-04-17
Grace,Automotive,Oil Filter,7.0,16.47,115.29,2023-01-06
Bob,Toys,Action Figure,10.0,479.24,4792.4,2023-06-24
Hannah,Home Goods,Microwave,8.0,132.55,1060.4,2023-10-14
Charlie,Apparel,Pants,8.0,,0.0,2023-04-15
Frank,Toys,Puzzle,2.0,379.71,0.0,2023-05-01
Alice,Electronics,Smartphone,3.0,347.93,1043.79,2023-04-29
Emma,Apparel,Pants,9.0,201.43,1812.87,2023-03-09
Hannah,Home Goods,Microwave,4.0,33.99,135.96,2023-07-25
Emma,Toys,Board Game,2.0,55.17,110.34,2023-10-05
Charlie,Automotive,Car Battery,7.0,217.33,1521.31,2023-11-26
Charlie,Automotive,Car Battery,7.0,285.61,1999.27,2023-04-26
Emma,Home Goods,Vacuum Cleaner,4.0,53.28,213.12,2023-05-03
Alice,Electronics,Headphones,6.0,285.57,1713.42,2023-07-05
Grace,Apparel,Shirt,5.0,382.16,0.0,2023-07-13
David,Home Goods,Vacuum Cleaner,2.0,130.42,260.84,2023-12-26
Charlie,Home Goods,Microwave,5.0,18.68,93.4,2023-05-06
Charlie,Automotive,Oil Filter,6.0,418.18,2509.08,2023-09-09
Emma,Automotive,Car Battery,2.0,352.25,0.0,2023-05-07
Bob,Home Goods,Blender,8.0,328.78,2630.24,2023-06-16
David,Toys,Board Game,7.0,214.9,1504.3,2023-09-22
David,Apparel,Shoes,9.0,74.5,670.5,2023-01-31
Emma,Automotive,Oil Filter,7.0,187.61,1313.27,2023-08-04
Frank,Automotive,Oil Filter,3.0,234.12,702.36,2023-05-20
Emma,Electronics,Laptop,5.0,179.6,898.0,2023-12-16
Frank,Apparel,Shirt,10.0,472.65,4726.5,2023-07-03
Emma,Electronics,Smartphone,9.0,183.23,1649.07,2023-06-24
David,Home Goods,Toaster,8.0,355.15,2841.2,2023-10-25
Hannah,Automotive,Oil Filter,1.0,98.02,98.02,2023-02-10
David,Electronics,Headphones,6.0,444.48,2666.88,2023-09-04
Charlie,Electronics,Headphones,5.0,69.99,349.95,2023-08-20
Bob,Home Goods,Toaster,7.0,460.61,3224.27,2023-12-08
David,Automotive,Tire,6.0,490.13,2940.78,2023-12-19
Hannah,Home Goods,Vacuum Cleaner,8.0,279.39,2235.12,2023-06-27
Hannah,Automotive,Car Battery,6.0,204.24,0.0,2023-02-10
Alice,Electronics,Smartphone,7.0,,0.0,2023-06-24
Alice,Automotive,Tire,5.0,483.68,0.0,2023-12-15
Hannah,Apparel,Jacket,1.0,13.4,13.4,2023-07-11
David,Apparel,Jacket,6.0,,0.0,2023-09-09
Grace,Apparel,Jacket,2.0,291.37,582.74,2023-10-29
Frank,Toys,Toy Car,10.0,457.57,4575.7,2023-04-20
Charlie,Home Goods,Blender,8.0,60.05,480.4,2023-03-23
Emma,Electronics,Laptop,6.0,351.37,2108.22,2023-01-02
Charlie,Home Goods,Toaster,6.0,243.95,1463.7,2023-05-14
Frank,Automotive,Tire,5.0,187.36,936.8,2023-10-10
Hannah,Home Goods,Blender,10.0,17.32,173.2,2023-09-20
Frank,Home Goods,Microwave,5.0,276.08,1380.4,2023-07-11
Emma,Home Goods,Toaster,10.0,290.06,2900.6,2023-03-10
Alice,Home Goods,Toaster,1.0,76.09,76.09,2023-06-25
Bob,Toys,Puzzle,1.0,417.36,417.36,2023-01-11
Frank,Home Goods,Vacuum Cleaner,6.0,300.97,1805.82,2023-08-31
Emma,Toys,Board Game,,429.99,0.0,2023-01-08
Charlie,Electronics,Tablet,6.0,26.9,0.0,2023-07-26
Frank,Home Goods,Blender,2.0,359.11,0.0,2023-06-13
Alice,Toys,Toy Car,4.0,473.04,1892.16,2023-05-06
Frank,Home Goods,Vacuum Cleaner,2.0,285.83,571.66,2023-11-14
Hannah,Automotive,Spark Plug,9.0,106.16,955.44,2023-09-17
Frank,Home Goods,Microwave,1.0,299.51,299.51,2023-08-29
Bob,Apparel,Shoes,6.0,96.84,0.0,2023-05-18
Bob,Toys,Puzzle,8.0,270.47,0.0,2023-08-02
Charlie,Electronics,Tablet,4.0,251.16,1004.64,2023-04-05
Hannah,Toys,Puzzle,4.0,319.03,1276.12,2023-03-17
Emma,Toys,Board Game,9.0,104.85,943.65,2023-07-11
Hannah,Electronics,Laptop,,,0.0,2023-03-17
Alice,Toys,Toy Car,2.0,212.21,0.0,2023-05-17
Emma,Toys,Puzzle,4.0,304.21,1216.84,2023-10-13
Charlie,Electronics,Laptop,2.0,91.23,182.46,2023-02-16
Grace,Automotive,Spark Plug,10.0,12.12,121.2,2023-02-05
Grace,Toys,Toy Car,8.0,306.91,0.0,2023-03-24
Bob,Apparel,Shoes,9.0,239.91,0.0,2023-08-14
Alice,Apparel,Jacket,2.0,401.74,803.48,2023-11-09
Bob,Home Goods,Blender,5.0,209.27,1046.35,2023-09-01
Emma,Home Goods,Toaster,7.0,,0.0,2023-09-23
Frank,Electronics,Headphones,3.0,153.0,459.0,2023-06-19
David,Electronics,Tablet,10.0,41.33,413.3,2023-07-06
Alice,Automotive,Car Battery,9.0,212.73,0.0,2023-03-09
Hannah,Toys,Toy Car,6.0,8.93,53.58,2023-10-22
Grace,Electronics,Laptop,7.0,66.93,468.51,2023-04-29
Hannah,Toys,Board Game,8.0,149.65,1197.2,2023-10-01
Emma,Home Goods,Toaster,10.0,499.85,4998.5,2023-04-06
Alice,Toys,Action Figure,9.0,242.5,2182.5,2023-10-11
Frank,Apparel,Jacket,3.0,180.21,540.63,2023-03-12
David,Home Goods,Vacuum Cleaner,4.0,62.96,251.84,2023-08-20
Grace,Toys,Board Game,2.0,,0.0,2023-11-02
Frank,Electronics,Tablet,1.0,126.88,126.88,2023-12-04
Alice,Home Goods,Blender,8.0,247.39,1979.12,2023-04-18
Bob,Electronics,Laptop,10.0,,0.0,2023-08-18
Bob,Toys,Board Game,9.0,156.83,1411.47,2023-01-31
Bob,Automotive,Tire,6.0,94.14,0.0,2023-12-26
David,Electronics,Laptop,2.0,322.59,645.18,2023-12-28
Bob,Home Goods,Blender,9.0,169.97,1529.73,2023-12-11
Hannah,Home Goods,Vacuum Cleaner,3.0,311.59,0.0,2023-11-23
Grace,Toys,Board Game,4.0,213.64,854.56,2023-01-09
Frank,Toys,Puzzle,4.0,179.7,718.8,2023-03-02
Frank,Home Goods,Toaster,9.0,114.42,1029.78,2023-06-25
David,Electronics,Smartphone,8.0,393.84,3150.72,2023-02-27
Hannah,Apparel,Pants,6.0,96.71,580.26,2023-10-02
Grace,Home Goods,Blender,5.0,231.06,0.0,2023-03-03
David,Toys,Board Game,7.0,469.74,3288.18,2023-02-04
Alice,Home Goods,Blender,6.0,244.58,1467.48,2023-05-06
